iteration,writer_exception,reader_exception,assertions_ok,save_ms,traverse_latency_ms,prims_traversed
1600,,,True,109.5,93.61,41010
1601,,,True,84.73,85.85,41020
1602,,,True,85.16,82.52,41030
1603,,,True,89.35,80.68,41040
1604,,,True,94.4,86.76,41050
1605,,,True,112.46,88.2,41060
1606,,,True,107.68,84.19,41070
1607,,,True,108.32,88.76,41080
1608,,,True,103.81,86.2,41090
1609,,,True,100.96,85.58,41100
1610,,,True,100.35,81.95,41110
1611,,,True,91.51,82.54,41120
1612,,,True,95.33,86.27,41130
1613,,,True,94.6,82.85,41140
1614,,,True,100.83,86.18,41150
1615,,,True,115.68,80.62,41160
1616,,,True,96.66,83.66,41170
1617,,,True,96.72,85.54,41180
1618,,,True,94.71,85.97,41190
1619,,,True,90.14,82.57,41200
1620,,,True,88.67,82.66,41210
1621,,,True,92.46,95.25,41220
1622,,,True,95.63,81.6,41230
1623,,,True,94.6,85.77,41240
1624,,,True,111.57,87.18,41250
1625,,,True,92.91,83.04,41260
1626,,,True,111.84,81.76,41270
1627,,,True,101.18,88.74,41280
1628,,,True,126.42,84.21,41290
1629,,,True,99.12,90.59,41300
1630,,,True,91.7,85.9,41310
1631,,,True,91.95,94.55,41320
1632,,,True,95.06,85.23,41330
1633,,,True,114.97,88.28,41340
1634,,,True,85.69,83.92,41350
1635,,,True,103.92,87.32,41360
1636,,,True,87.74,82.38,41370
1637,,,True,92.41,95.83,41380
1638,,,True,116.02,82.6,41390
1639,,,True,87.23,95.17,41400
1640,,,True,92.57,86.52,41410
1641,,,True,93.06,84.38,41420
1642,,,True,111.12,83.99,41430
1643,,,True,114.03,84.99,41440
1644,,,True,115.6,87.6,41450
1645,,,True,83.67,85.64,41460
1646,,,True,102.71,89.97,41470
1647,,,True,89.57,88.62,41480
1648,,,True,89.69,85.85,41490
1649,,,True,89.02,85.84,41500
1650,,,True,102.4,113.33,41510
1651,,,True,176.88,150.01,41520
1652,,,True,172.1,138.09,41530
1653,,,True,168.15,136.97,41540
1654,,,True,156.4,131.72,41550
1655,,,True,147.91,141.93,41560
1656,,,True,160.0,138.73,41570
1657,,,True,95.18,88.4,41580
1658,,,True,120.29,83.24,41590
1659,,,True,96.97,91.3,41600
1660,,,True,120.27,90.03,41610
1661,,,True,125.08,85.4,41620
1662,,,True,94.55,85.53,41630
1663,,,True,93.64,87.48,41640
1664,,,True,108.98,94.55,41650
1665,,,True,107.11,91.7,41660
1666,,,True,113.6,86.98,41670
1667,,,True,113.1,85.14,41680
1668,,,True,97.26,106.19,41690
1669,,,True,153.44,127.11,41700
1670,,,True,130.66,136.56,41710
1671,,,True,177.4,103.36,41720
1672,,,True,106.43,123.89,41730
1673,,,True,158.27,127.07,41740
1674,,,True,114.59,114.1,41750
1675,,,True,131.19,119.2,41760
1676,,,True,163.62,108.64,41770
1677,,,True,138.31,96.91,41780
1678,,,True,110.49,99.82,41790
1679,,,True,147.81,102.64,41800
1680,,,True,139.9,112.0,41810
1681,,,True,156.66,139.17,41820
1682,,,True,114.14,147.5,41830
1683,,,True,149.66,133.88,41840
1684,,,True,162.94,144.26,41850
1685,,,True,163.84,144.82,41860
1686,,,True,153.62,145.52,41870
1687,,,True,140.96,124.83,41880
1688,,,True,171.51,139.42,41890
1689,,,True,156.36,144.3,41900
1690,,,True,161.39,133.75,41910
1691,,,True,140.93,134.2,41920
1692,,,True,130.93,127.95,41930
1693,,,True,168.37,137.8,41940
1694,,,True,134.76,139.38,41950
1695,,,True,164.82,131.7,41960
1696,,,True,138.21,133.19,41970
1697,,,True,158.2,125.01,41980
1698,,,True,153.13,135.57,41990
1699,,,True,145.2,136.93,42000
1700,,,True,153.01,134.29,42010
1701,,,True,143.8,136.9,42020
1702,,,True,158.22,133.53,42030
1703,,,True,155.78,131.82,42040
1704,,,True,146.68,130.44,42050
1705,,,True,150.47,148.19,42060
1706,,,True,150.49,137.7,42070
1707,,,True,136.52,130.57,42080
1708,,,True,148.66,146.4,42090
1709,,,True,137.91,125.12,42100
1710,,,True,140.19,127.76,42110
1711,,,True,151.44,128.08,42120
1712,,,True,172.55,144.52,42130
1713,,,True,175.72,128.74,42140
1714,,,True,161.6,133.36,42150
1715,,,True,163.73,138.89,42160
1716,,,True,168.81,134.13,42170
1717,,,True,152.72,144.26,42180
1718,,,True,168.88,125.59,42190
1719,,,True,155.25,140.34,42200
1720,,,True,162.45,123.19,42210
1721,,,True,160.45,107.99,42220
1722,,,True,139.45,96.93,42230
1723,,,True,117.73,92.07,42240
1724,,,True,115.6,92.66,42250
1725,,,True,122.85,91.52,42260
1726,,,True,106.38,85.6,42270
1727,,,True,101.1,87.51,42280
1728,,,True,94.99,90.86,42290
1729,,,True,536.98,131.67,42300
1730,,,True,164.32,140.17,42310
1731,,,True,161.24,141.51,42320
1732,,,True,168.45,144.27,42330
1733,,,True,183.28,132.66,42340
1734,,,True,154.61,138.0,42350
1735,,,True,145.73,137.31,42360
1736,,,True,147.2,136.83,42370
1737,,,True,144.4,132.1,42380
1738,,,True,163.63,144.88,42390
1739,,,True,129.75,130.3,42400
1740,,,True,150.12,136.76,42410
1741,,,True,173.04,120.85,42420
1742,,,True,163.94,135.61,42430
1743,,,True,145.43,132.09,42440
1744,,,True,152.28,134.75,42450
1745,,,True,159.08,133.31,42460
1746,,,True,154.87,146.02,42470
1747,,,True,152.86,147.31,42480
1748,,,True,166.3,145.28,42490
1749,,,True,172.68,144.2,42500
1750,,,True,188.45,137.55,42510
1751,,,True,147.17,143.97,42520
1752,,,True,116.75,126.03,42530
1753,,,True,162.74,110.77,42540
1754,,,True,133.06,107.5,42550
1755,,,True,109.22,132.58,42560
1756,,,True,147.76,117.64,42570
1757,,,True,142.72,127.97,42580
1758,,,True,159.13,142.86,42590
1759,,,True,153.24,131.39,42600
1760,,,True,161.93,123.38,42610
1761,,,True,133.17,139.86,42620
1762,,,True,142.88,131.84,42630
1763,,,True,156.15,91.45,42640
1764,,,True,157.89,101.55,42650
1765,,,True,101.35,146.57,42660
1766,,,True,111.8,111.46,42670
1767,,,True,153.4,132.12,42680
1768,,,True,138.17,104.57,42690
1769,,,True,143.02,131.79,42700
1770,,,True,147.96,132.13,42710
1771,,,True,183.19,109.61,42720
1772,,,True,123.05,97.28,42730
1773,,,True,153.02,100.13,42740
1774,,,True,115.42,131.76,42750
1775,,,True,136.39,120.33,42760
1776,,,True,113.1,93.98,42770
1777,,,True,128.28,114.89,42780
1778,,,True,121.17,125.48,42790
1779,,,True,150.58,119.73,42800
1780,,,True,124.22,128.95,42810
1781,,,True,120.05,119.82,42820
1782,,,True,164.53,116.91,42830
1783,,,True,157.26,131.5,42840
1784,,,True,128.3,142.12,42850
1785,,,True,159.12,115.36,42860
1786,,,True,165.61,127.44,42870
1787,,,True,129.73,136.86,42880
1788,,,True,120.8,103.87,42890
1789,,,True,167.09,118.43,42900
1790,,,True,139.86,105.03,42910
1791,,,True,165.43,121.03,42920
1792,,,True,128.72,142.12,42930
1793,,,True,114.93,115.66,42940
1794,,,True,131.07,116.57,42950
1795,,,True,111.75,135.08,42960
1796,,,True,133.05,129.49,42970
1797,,,True,102.31,122.29,42980
1798,,,True,142.15,95.36,42990
1799,,,True,101.26,110.06,43000
1800,,,True,141.07,128.01,43010
1801,,,True,148.86,100.97,43020
1802,,,True,143.05,126.27,43030
1803,,,True,130.94,100.08,43040
1804,,,True,133.7,131.06,43050
1805,,,True,159.2,124.13,43060
1806,,,True,149.57,127.9,43070
1807,,,True,161.0,145.74,43080
1808,,,True,140.24,89.76,43090
1809,,,True,134.54,116.58,43100
1810,,,True,130.11,131.87,43110
1811,,,True,119.44,122.18,43120
1812,,,True,129.0,113.3,43130
1813,,,True,112.49,131.23,43140
1814,,,True,136.61,124.87,43150
1815,,,True,158.56,137.96,43160
1816,,,True,156.44,139.69,43170
1817,,,True,113.98,101.53,43180
1818,,,True,150.72,108.49,43190
1819,,,True,144.4,133.59,43200
1820,,,True,135.71,108.3,43210
1821,,,True,132.99,106.21,43220
1822,,,True,156.03,127.09,43230
1823,,,True,136.75,136.31,43240
1824,,,True,150.05,142.56,43250
1825,,,True,137.84,120.12,43260
1826,,,True,144.89,100.45,43270
1827,,,True,147.19,94.93,43280
1828,,,True,182.15,107.24,43290
1829,,,True,137.59,126.45,43300
1830,,,True,124.4,129.28,43310
1831,,,True,151.13,145.45,43320
1832,,,True,150.14,112.83,43330
1833,,,True,153.24,124.62,43340
1834,,,True,141.56,142.11,43350
1835,,,True,157.29,128.61,43360
1836,,,True,128.83,128.55,43370
1837,,,True,180.84,120.45,43380
1838,,,True,155.26,107.79,43390
1839,,,True,142.9,146.88,43400
1840,,,True,173.48,140.16,43410
1841,,,True,148.63,136.89,43420
1842,,,True,143.4,138.0,43430
1843,,,True,142.04,126.92,43440
1844,,,True,172.24,135.6,43450
1845,,,True,127.88,130.4,43460
1846,,,True,165.12,143.92,43470
1847,,,True,112.15,131.68,43480
1848,,,True,127.3,109.67,43490
1849,,,True,144.8,140.72,43500
1850,,,True,143.99,130.33,43510
1851,,,True,117.76,129.17,43520
1852,,,True,149.84,113.7,43530
1853,,,True,170.54,147.48,43540
1854,,,True,142.96,144.7,43550
1855,,,True,155.3,131.85,43560
1856,,,True,166.56,135.85,43570
1857,,,True,165.63,147.05,43580
1858,,,True,146.8,147.36,43590
1859,,,True,154.15,116.3,43600
1860,,,True,140.04,100.97,43610
1861,,,True,103.84,132.24,43620
1862,,,True,155.85,135.71,43630
1863,,,True,164.03,147.95,43640
1864,,,True,141.58,119.49,43650
1865,,,True,156.56,142.02,43660
1866,,,True,141.71,140.11,43670
1867,,,True,112.27,132.52,43680
1868,,,True,141.83,89.92,43690
1869,,,True,135.09,134.43,43700
1870,,,True,163.62,115.32,43710
1871,,,True,143.92,128.5,43720
1872,,,True,158.3,131.96,43730
1873,,,True,171.12,122.58,43740
1874,,,True,118.8,111.39,43750
1875,,,True,121.31,119.28,43760
1876,,,True,159.52,136.66,43770
1877,,,True,119.49,134.62,43780
1878,,,True,148.97,101.18,43790
1879,,,True,162.34,120.84,43800
1880,,,True,158.9,128.18,43810
1881,,,True,114.08,111.09,43820
1882,,,True,184.36,136.68,43830
1883,,,True,180.68,126.05,43840
1884,,,True,159.03,120.6,43850
1885,,,True,166.04,153.28,43860
1886,,,True,162.21,141.24,43870
1887,,,True,116.94,141.91,43880
1888,,,True,163.2,145.27,43890
1889,,,True,156.61,109.68,43900
1890,,,True,101.56,138.18,43910
1891,,,True,178.18,145.07,43920
1892,,,True,172.56,143.7,43930
1893,,,True,160.15,140.73,43940
1894,,,True,160.72,118.43,43950
1895,,,True,149.03,133.52,43960
1896,,,True,163.52,138.73,43970
1897,,,True,151.31,138.65,43980
1898,,,True,120.73,102.7,43990
1899,,,True,122.46,139.23,44000
1900,,,True,119.82,135.08,44010
1901,,,True,150.64,121.32,44020
1902,,,True,139.27,112.82,44030
1903,,,True,151.56,128.52,44040
1904,,,True,171.3,148.38,44050
1905,,,True,132.38,130.32,44060
1906,,,True,174.87,120.7,44070
1907,,,True,139.46,150.92,44080
1908,,,True,167.45,128.58,44090
1909,,,True,104.08,121.5,44100
1910,,,True,159.94,128.25,44110
1911,,,True,171.54,142.52,44120
1912,,,True,161.35,135.67,44130
1913,,,True,143.11,148.29,44140
1914,,,True,125.37,106.46,44150
1915,,,True,158.09,138.75,44160
1916,,,True,165.19,143.36,44170
1917,,,True,187.67,149.18,44180
1918,,,True,158.46,132.44,44190
1919,,,True,147.72,94.92,44200
1920,,,True,148.88,106.0,44210
1921,,,True,175.95,144.57,44220
1922,,,True,181.88,157.13,44230
1923,,,True,166.95,155.35,44240
1924,,,True,201.99,164.82,44250
1925,,,True,155.59,155.26,44260
1926,,,True,177.13,149.61,44270
1927,,,True,174.58,149.8,44280
1928,,,True,153.85,156.48,44290
1929,,,True,108.0,120.18,44300
1930,,,True,160.83,164.92,44310
1931,,,True,167.1,156.32,44320
1932,,,True,176.51,145.69,44330
1933,,,True,181.47,146.66,44340
1934,,,True,160.23,113.28,44350
1935,,,True,194.58,161.33,44360
1936,,,True,134.03,129.6,44370
1937,,,True,183.88,149.51,44380
1938,,,True,153.11,137.34,44390
1939,,,True,186.49,125.51,44400
1940,,,True,164.88,117.6,44410
1941,,,True,160.29,153.98,44420
1942,,,True,155.74,151.57,44430
1943,,,True,142.87,140.08,44440
1944,,,True,187.74,159.05,44450
1945,,,True,117.98,156.01,44460
1946,,,True,163.48,154.38,44470
1947,,,True,173.3,143.45,44480
1948,,,True,133.84,163.61,44490
1949,,,True,135.76,146.08,44500
1950,,,True,143.97,138.95,44510
1951,,,True,146.11,141.67,44520
1952,,,True,133.02,119.76,44530
1953,,,True,165.09,143.28,44540
1954,,,True,165.28,147.51,44550
1955,,,True,173.54,130.47,44560
1956,,,True,112.05,127.15,44570
1957,,,True,168.05,155.01,44580
1958,,,True,110.68,148.41,44590
1959,,,True,152.47,149.77,44600
1960,,,True,117.14,103.6,44610
1961,,,True,155.61,154.06,44620
1962,,,True,164.56,126.6,44630
1963,,,True,119.0,115.15,44640
1964,,,True,158.07,145.37,44650
1965,,,True,124.12,151.37,44660
1966,,,True,159.72,143.48,44670
1967,,,True,177.66,125.47,44680
1968,,,True,163.27,144.84,44690
1969,,,True,157.26,145.27,44700
1970,,,True,159.57,115.16,44710
1971,,,True,170.54,130.0,44720
1972,,,True,138.98,153.23,44730
1973,,,True,175.38,120.76,44740
1974,,,True,166.55,154.71,44750
1975,,,True,193.47,145.67,44760
1976,,,True,146.14,157.1,44770
1977,,,True,181.08,158.38,44780
1978,,,True,179.49,139.25,44790
1979,,,True,178.33,139.98,44800
1980,,,True,173.44,130.93,44810
1981,,,True,156.7,151.24,44820
1982,,,True,146.98,146.69,44830
1983,,,True,155.15,137.93,44840
1984,,,True,193.78,115.68,44850
1985,,,True,118.27,140.41,44860
1986,,,True,155.85,141.4,44870
1987,,,True,157.58,120.97,44880
1988,,,True,164.53,143.5,44890
1989,,,True,159.75,153.61,44900
1990,,,True,147.69,144.07,44910
1991,,,True,170.74,133.53,44920
1992,,,True,186.1,99.43,44930
1993,,,True,162.28,151.31,44940
1994,,,True,193.16,125.78,44950
1995,,,True,201.56,151.36,44960
1996,,,True,143.91,146.65,44970
1997,,,True,168.8,150.92,44980
1998,,,True,111.91,138.15,44990
1999,,,True,118.64,101.69,45000
