batch_size,structural_ratio,sublayer_count,read_load_hz,shadow_index_commit_ms,accumulated_layer_size,n_writes,write_lock_ms_median,write_lock_ms_max,pcp_rebuild_p50_ms,pcp_rebuild_p95_ms,pcp_rebuild_p99_ms,p95_concurrent_read_stall_ms,achieved_reader_hz,n_concurrent_samples,n_post_write_samples,n_total_samples,setup_sec,run_sec
10,0.0,1,60,5,0,20,7.645949983270839,8.991700015030801,0.05775000317953527,0.12900499568786472,0.18167704343795768,5.471900012344122,59.901583763345386,9,600,609,0.09905940003227443,10.566676100017503
10,0.0,1,60,5,25000,20,41.461149987298995,59.35749999480322,0.19520000205375254,0.2955549804028122,0.3526489954674619,48.365120010566905,55.58811926976178,20,580,605,0.2368760000099428,11.283620600006543
10,0.0,1,60,5,100000,20,148.10699995723553,197.11000000825152,0.5887000006623566,0.8444350241916253,0.9261670091655106,161.82553499820645,46.042946404677565,20,580,600,1.007859900011681,13.43131200002972
10,0.0,1,60,15,0,20,17.71494999411516,18.35839997511357,0.07080001523718238,0.12573002022691074,0.2097960247192531,15.248825028538704,59.80328192686054,20,599,620,0.0034279999672435224,10.767324000014924
10,0.0,1,60,15,25000,20,51.60279996925965,70.89199998881668,0.8071999764069915,1.6867050377186388,1.85357301554177,62.91925002296921,54.16047450718476,20,580,600,0.21466529997996986,11.478189499990549
10,0.0,1,60,15,100000,20,175.8854500076268,212.8690000390634,0.6345000001601875,0.8831200306303799,1.0019859799649575,193.9659199968446,44.194928390370876,20,580,600,1.052843399986159,13.976218399999198
10,0.0,1,60,50,0,20,52.478249999694526,53.53739997372031,0.07250002818182111,0.11626495688688004,0.16403901448939018,52.626874996349216,54.978279103682986,20,580,608,0.0034699999960139394,11.458912900008727
10,0.0,1,60,50,25000,20,91.21549996780232,100.37229995941743,1.0389999952167273,2.137434974429197,2.2732159972656523,95.70187501085456,50.689277441106064,20,580,600,0.2347107999958098,12.236822900013067
10,0.0,1,60,50,100000,20,200.42365000699647,233.00609999569133,0.5908499879296869,0.8652650110889225,0.9797679976327345,225.59929501148872,42.71154925340833,20,580,600,0.9649561999831349,14.447722700017039
10,0.0,5,60,5,0,20,8.039050007937476,9.017999982461333,0.07200002437457442,0.12530002277344465,0.19809999503195286,7.834215031471103,59.99959188480108,8,601,611,0.010345000016968697,10.583402600022964
10,0.0,5,60,5,25000,20,41.92319998401217,47.58929996751249,0.4310999938752502,1.9114599999738855,2.040069980430417,45.081664973986335,55.37401855675665,20,580,601,0.2217263999627903,11.253465499961749
10,0.0,5,60,5,100000,20,152.05179998883978,176.43430002499372,0.5916000227443874,0.8845049829687923,0.9577049704967067,167.8624199819751,45.74077110183786,20,580,600,0.958973899949342,13.517400200013071
10,0.0,5,60,15,0,20,17.97575000091456,19.074500014539808,0.06809999467805028,0.13854998978786154,0.1836960017681121,17.76114501117263,59.47732120565034,20,595,617,0.00921399996150285,10.773701900034212
10,0.0,5,60,15,25000,20,50.799750024452806,57.325299945659935,0.40079999598674476,1.769400027114898,1.837596010300331,54.39501499349717,54.493728284208096,20,580,601,0.21778280002763495,11.428792099992279
10,0.0,5,60,15,100000,20,150.05630001542158,166.2705999915488,0.5613999965135008,0.8087199879810213,0.9127450111554937,156.78898995975032,46.08823816359677,20,580,601,0.9698236000258476,13.44020339997951
10,0.0,5,60,50,0,20,52.851300017209724,54.03679999290034,0.05639996379613876,0.1530149980681015,0.18432599434163424,52.17926999612246,55.57622117426228,20,580,615,0.007596999988891184,11.46588370000245
10,0.0,5,60,50,25000,20,83.18889999645762,90.26170003926381,0.3907499776687473,1.7616899684071539,1.8729050003457814,85.94739503168967,51.45298081086001,20,580,601,0.20535150001524016,12.080567199969664
10,0.0,5,60,50,100000,20,189.1629500023555,203.40040000155568,0.5581500008702278,0.8392199903028086,0.9350999578600764,195.4157300060615,43.44233846285614,20,580,600,0.9267858000239357,14.21141119999811
10,0.0,20,60,5,0,20,7.975699991220608,9.235199948307127,0.059399986639618874,0.13450997648760676,0.18623402051161972,5.631144988001324,59.898183120968426,8,600,609,0.027540699986275285,10.567253299988806
10,0.0,20,60,5,25000,20,45.46344999107532,58.445499977096915,1.3185999996494502,2.0648700039600953,2.225964020472021,52.99760999623686,54.88585461998072,20,580,600,0.25896649999776855,11.331778399995528
10,0.0,20,60,5,100000,20,223.6795000208076,247.06979998154566,0.7019499898888171,1.0237149923341344,1.2183060188544927,244.53634999808855,41.9502116429489,20,580,600,1.2868477000156417,14.702669200021774
10,0.0,20,60,15,0,20,18.24975002091378,19.118899945169687,0.06729998858645558,0.1261199708096683,0.19013199256733057,17.67575997801032,59.58541928407482,20,597,619,0.029742199985776097,10.788447500031907
10,0.0,20,60,15,25000,20,74.067700013984,83.59459997154772,1.2574000284075737,2.2702999995090067,2.556376996799374,78.79444999853149,52.20823428286152,20,580,600,0.38491620001150295,11.892439999966882
10,0.0,20,60,15,100000,20,208.97634999710135,280.97370004979894,0.7232000061776489,1.0961350199067963,1.25461699499283,244.73708499572243,42.20084793035685,20,580,600,1.5804367999662645,14.617723800009117
10,0.0,20,60,50,0,20,52.90534999221563,53.692800051067024,0.05929998587816954,0.11322004429530351,0.16806303290650287,52.55250502959825,55.49216615744448,20,580,615,0.035253999987617135,11.482645399984904
10,0.0,20,60,50,25000,20,91.95515001192689,121.85110000427812,1.033900014590472,2.0703650458017364,2.34598498151172,112.87477004516404,50.107095983989225,20,580,600,0.24508480000076815,12.374351900012698
10,0.0,20,60,50,100000,20,278.9687500044238,318.14899999881163,0.7423999486491084,1.0167650005314497,1.135788009269164,309.7268199606333,39.07310583291558,20,580,601,1.0577180000254884,15.78142380004283
10,0.5,1,60,5,0,20,7.849500019801781,8.485300000756979,0.06844999734312296,0.11361004726495592,0.15620802470948547,5.235179990995675,59.89994466691642,9,600,609,0.003600900003220886,10.566954299982172
10,0.5,1,60,5,25000,20,44.26119997515343,65.72719995165244,1.0381999891251326,1.5548150142421937,1.9887450063833982,52.075385011266924,54.75828206708122,20,580,600,0.32452359999297187,11.357246599975042
10,0.5,1,60,5,100000,20,163.39835000690073,189.45359997451305,0.6545499782077968,1.0205249680439006,1.10615202866029,183.19537504867185,45.02077843992713,20,580,600,1.062445099989418,13.727179599984083
10,0.5,1,60,15,0,20,17.527250020066276,18.439800012856722,0.07389998063445091,0.14249997911974785,0.18651602091267702,15.549525033566171,59.69017482090394,20,597,619,0.0038369999965652823,10.770215899974573
10,0.5,1,60,15,25000,20,52.56869998993352,65.237500006333,0.9437999979127198,1.3841050007613374,1.8029589916113766,58.595590011100285,54.092370457642694,20,580,600,0.25660969997989014,11.492137300025206
10,0.5,1,60,15,100000,20,161.0773499996867,242.201000044588,0.6312500045169145,0.8645900059491395,1.0848469950724393,199.57076499995313,44.771610166717075,20,580,600,1.0147367000463419,13.80134960002033
10,0.5,1,60,50,0,20,52.60270001599565,53.3605000237003,0.0719499948900193,0.10862001217901705,0.13510601478628845,52.85564996593166,54.87948460666073,20,580,607,0.0031257999944500625,11.460599499987438
10,0.5,1,60,50,25000,20,90.50864999881014,105.74360005557537,1.1402999807614833,2.019225008552894,2.115306004998275,92.6932649977971,50.69602735399088,20,580,601,0.30267429997911677,12.254972299968358
10,0.5,1,60,50,100000,20,195.63539998489432,297.6912999874912,0.6222499941941351,0.8686300338013098,0.9758930141106252,204.91270499478566,42.72149387502887,20,580,600,1.0807946000131778,14.444452699972317
10,0.5,5,60,5,0,20,7.67180000548251,8.497400034684688,0.06255001062527299,0.12720997910946608,0.17661800549831239,5.364440043922514,59.89829741194988,9,600,609,0.008567000040784478,10.567233900015708
10,0.5,5,60,5,25000,20,42.63104998972267,58.10429999837652,0.764199998229742,1.7505449883174138,2.029461979400368,45.32715501554777,55.179140828048276,20,580,600,0.23802769999019802,11.273674199997913
10,0.5,5,60,5,100000,20,150.78095000353642,180.0470000016503,0.6267499702516943,0.8371449745027348,0.9365199715830387,162.56948501395527,45.94634151916151,20,580,600,1.006652599957306,13.458711099985521
10,0.5,5,60,15,0,20,17.542050016345456,18.328599981032312,0.0686999992467463,0.12691997690126303,0.20521404803730547,15.20404999901075,59.79884690274661,20,599,620,0.009528299968224019,10.768092899990734
10,0.5,5,60,15,25000,20,56.23225000454113,73.64000001689419,0.4982000100426376,1.939399985712953,2.0975210226606578,70.2670299768215,53.736309801847305,20,580,600,0.2505549000343308,11.56563460000325
10,0.5,5,60,15,100000,20,213.68294997955672,258.746900013648,0.5421999958343804,0.8288700220873578,1.00910198816564,246.43120999098755,42.12201500935888,20,580,600,1.0988816999597475,14.644332800002303
10,0.5,5,60,50,0,20,52.644550014520064,53.471999999601394,0.0582499778829515,0.15139998868107796,0.19539897446520632,52.78155498672277,55.05820547353373,20,580,609,0.009898299991618842,11.461021600000095
10,0.5,5,60,50,25000,20,84.97024996904656,108.06009999942034,0.3916500136256218,1.7741350020514797,1.9212759920628761,95.11974501365331,50.99405169693098,20,580,600,0.20544879999943078,12.166078199981712
10,0.5,5,60,50,100000,20,244.8803999577649,298.09759999625385,0.5530000198632479,0.837169971782714,1.03192999958992,283.98276498774067,40.414159184254096,20,580,600,1.1786836000392213,15.246281899977475
10,0.5,20,60,5,0,20,7.861199992476031,8.07620002888143,0.05420000525191426,0.12575502332765603,0.16315296117681996,5.698640015907586,59.90091444494394,9,600,609,0.0266216000309214,10.566789700009394
10,0.5,20,60,5,25000,20,45.04294999060221,62.22040002467111,0.45094999950379133,1.865415001520887,1.9737439655000346,58.09951500559691,54.84032777747992,20,580,601,0.28393099998356774,11.359088400029577
10,0.5,20,60,5,100000,20,147.40924999932759,160.7994000078179,0.5593499809037894,0.825980000081472,0.9189519757637762,152.96457500953693,46.328708876121105,20,580,600,0.9459169000037946,13.35093290003715
10,0.5,20,60,15,0,20,17.81210000626743,18.43699999153614,0.05630002124235034,0.15706002013757822,0.18405200215056525,16.9113649870269,59.694353338628666,20,597,619,0.027148200024385005,10.76948999997694
10,0.5,20,60,15,25000,20,49.71015002229251,53.7317999987863,0.42225001379847527,2.0757399732246995,2.1819209883688027,50.61613500583917,54.67724851263192,20,580,602,0.275104200001806,11.410063899995293
10,0.5,20,60,15,100000,20,164.42370001459494,205.43169998563826,0.5723999929614365,0.8419250050792467,0.9852889936883003,181.51211999065708,44.905043458303496,20,580,600,1.005035099980887,13.761528100003488
10,0.5,20,60,50,0,20,52.68590000923723,53.19890001555905,0.057550001656636596,0.14795001770835364,0.18836302508134395,52.56817995978054,55.58855424083134,20,580,616,0.025868199998512864,11.481417900009546
10,0.5,20,60,50,25000,20,88.81340001244098,102.00990003068,0.4083499952685088,1.805355004034936,1.9459460204234347,95.13231001037639,50.986934407371905,20,580,601,0.23668579995865002,12.187333499954548
10,0.5,20,60,50,100000,20,200.78339998144656,236.93989997263998,0.5557499825954437,0.8244599914178252,0.939676971174777,214.4868100178428,42.76989502090243,20,580,600,0.9905257999780588,14.428559099964332
10,1.0,1,60,5,0,20,7.523450010921806,8.064099994953722,0.05810000584460795,0.11174997780472036,0.18391100340522826,5.499060009606183,59.899637714226735,9,600,609,0.0035925000556744635,10.56700640002964
10,1.0,1,60,5,25000,20,40.698149998206645,49.849500006530434,0.4220000118948519,2.007239975500852,2.1441289701033384,43.32022501330357,55.438645506712675,20,580,601,0.24514940002700314,11.24081320001278
10,1.0,1,60,5,100000,20,171.166149986675,205.89749998180196,0.6046000053174794,0.8739500161027535,0.978118985076435,189.6953100018436,44.57284759242091,20,580,600,1.0329994999920018,13.861109900055453
10,1.0,1,60,15,0,20,17.438799986848608,18.061799986753613,0.06580003537237644,0.16358002321794624,0.18761197570711374,15.651235001860188,59.688713427502925,20,597,619,0.00287129997741431,10.77046979998704
10,1.0,1,60,15,25000,20,53.25649995938875,63.95300000440329,0.5566499894484878,1.9437249604379756,2.047344977618195,60.626445050002076,54.046480243104355,20,580,600,0.2357103999820538,11.50155550002819
10,1.0,1,60,15,100000,20,179.27229998167604,192.35600001411512,0.5868499865755439,0.8498300099745393,1.0535209893714637,181.7223050253233,44.21952983100012,20,580,600,1.1761822999687865,13.968665299995337
10,1.0,1,60,50,0,20,52.58490002597682,53.200900030788034,0.06709998706355691,0.14028995938133396,0.1912620011717082,52.548009969177656,55.24917590488989,20,580,612,0.003757899976335466,11.477088299987372
10,1.0,1,60,50,25000,20,84.02189999469556,91.09490003902465,0.39840000681579113,1.7629450332606211,1.8579250026959926,88.75463003059849,51.24392098716715,20,580,600,0.2272145000169985,12.108705899969209
10,1.0,1,60,50,100000,20,196.06215000385419,218.986899999436,0.5574499955400825,0.8476399932987988,1.0174749937141316,206.7849349899916,43.028774804642055,20,580,600,1.022978900000453,14.344157200015616
10,1.0,5,60,5,0,20,7.345599995460361,8.0051000113599,0.05879998207092285,0.1075400039553641,0.16620504262391478,5.3359300043666735,59.90061101774209,8,600,609,0.009723600000143051,10.566841199994087
10,1.0,5,60,5,25000,20,46.041700028581545,53.474800020921975,0.4259999841451645,1.9212349609006194,2.036012007738464,50.24104997573886,54.88375049945856,20,580,600,0.2471093000494875,11.332197499985341
10,1.0,5,60,5,100000,20,163.54179999325424,180.34919997444376,0.5623000324703753,0.8287100208690389,0.9219519892940298,171.88107999099884,45.0686807259749,20,580,600,1.0783432999742217,13.713014499982819
10,1.0,5,60,15,0,20,17.452500003855675,17.750300001353025,0.056200020480901,0.1051299856044352,0.18681802554056046,16.692294969107024,59.79871597888629,20,598,620,0.03719709999859333,10.76811559998896
10,1.0,5,60,15,25000,20,53.99944999953732,66.9301999732852,0.45020002289675176,1.859720013453625,1.9570239883614708,60.55405500810594,54.03368566042991,20,580,601,0.23427179997088388,11.522691200021654
10,1.0,5,60,15,100000,20,171.99945001630113,198.98440001998097,0.5635499837808311,0.8396149874897672,0.9544990258291368,182.99295500619337,44.53626106012787,20,580,600,1.0654055000049993,13.872168199974112
10,1.0,5,60,50,0,20,52.40834999131039,52.57320002419874,0.06769999163225293,0.11266504006925965,0.1765050052199513,52.48999996110797,55.09440883045762,20,580,610,0.008418999961577356,11.471903900033794
10,1.0,5,60,50,25000,20,97.06524998182431,102.32889995677397,1.0767499916255474,1.8423250003252178,1.89706203120295,99.96334501774982,50.275209850339486,20,580,600,0.260820799972862,12.334311200014781
10,1.0,5,60,50,100000,20,239.8389499867335,272.80289999907836,0.6339999963529408,0.8562000002712011,0.9591080149402847,256.5688700065948,40.413695875547745,20,580,600,1.1546409000293352,15.246452099992894
10,1.0,20,60,5,0,20,7.345649995841086,8.081299951300025,0.062700011767447,0.10520998621359466,0.12150199385359883,5.326715012779459,59.898993183556136,8,600,609,0.02423879998968914,10.567115799989551
10,1.0,20,60,5,25000,20,51.44305000430904,62.53569998079911,1.340750022791326,2.191925040096976,2.294661010382697,58.134629955748096,54.63315371022748,20,580,602,0.3030558999744244,11.418950199964456
10,1.0,20,60,5,100000,20,146.76515001337975,164.98380003031343,0.5645499913953245,0.8390249859075993,0.9156059962697337,151.7846099770395,46.181777603461434,20,580,600,1.1295864000567235,13.392137399991043
10,1.0,20,60,15,0,20,17.442950018448755,18.09169998159632,0.05830003647133708,0.1563600264489651,0.18912198487669227,14.75547002046369,59.80024730486083,20,599,620,0.021913299977313727,10.76785010000458
10,1.0,20,60,15,25000,20,51.342899998417124,59.414500021375716,0.4050999996252358,1.7490900412667536,1.8644879944622517,55.64427499775775,54.48734069460339,20,580,602,0.24902809999184683,11.448437899991404
10,1.0,20,60,15,100000,20,166.365949989995,190.4618000262417,0.5679499881807715,0.8655500132590532,1.0504149872576827,181.2962150434032,44.74026775777873,20,580,600,1.0259166999603622,13.810737799969502
10,1.0,20,60,50,0,20,52.57019997225143,53.157699992880225,0.059900019550696015,0.13157500943634615,0.1854410150554032,51.915814986568876,55.16324596592143,20,580,611,0.022866400016937405,11.476215500035323
10,1.0,20,60,50,25000,20,84.46320000803098,91.98990004369989,0.38425001548603177,1.6125749971251933,1.7418099916540086,87.47010499646422,51.26821571000866,20,580,601,0.24645929998951033,12.122662700014189
10,1.0,20,60,50,100000,20,192.03284999821335,238.82000002777204,0.5645499913953245,0.8589500183006749,1.030041982303375,198.54543500696312,43.159435861876815,20,580,600,0.9615145999705419,14.301942599995527
100,0.0,1,60,5,0,20,12.472249974962324,14.359600027091801,0.0681500241626054,0.13068995031062505,0.17910202441271394,11.842960005742498,59.89824673174816,14,600,614,0.002957399992737919,10.650717399956193
100,0.0,1,60,5,25000,20,49.31209998903796,64.36729995766655,0.5098000110592693,2.083640030468814,2.2113420040113856,61.10395501891617,54.46387310996862,20,580,600,0.22312199999578297,11.416476899990812
100,0.0,1,60,5,100000,20,153.4168999933172,182.24840000038967,0.5529500194825232,0.8254199987277389,0.9487200062721969,173.05577996303327,45.756988052960054,20,580,600,0.9740812999662012,13.51275120000355
100,0.0,1,60,15,0,20,21.494800021173432,24.182199966162443,0.06754999049007893,0.10704500018619002,0.1425100333290176,21.76000994804781,59.20043603697182,20,594,618,0.0042088000336661935,10.839112300018314
100,0.0,1,60,15,25000,20,55.6924499978777,79.76579997921363,0.8804500102996826,1.7387249681632964,1.960911993519404,78.11431500304025,53.63095174501173,20,580,600,0.21391390002099797,11.587569500028621
